scientificName,individualCount,year,month,stateProvince,family,genus,decimalLatitude,decimalLongitude
Euploea eichhorni,1,2022,10,Queensland,Nymphalidae,Euploea,-12.17709,141.89601
Delias nigrina,3,2020,9,Queensland,Pieridae,Delias,-17.3126,145.58711
Hypolimnas alimena,1,2021,2,Queensland,Nymphalidae,Hypolimnas,-17.31257,145.58703
Ornithoptera euphorion,3,2019,1,Queensland,Papilionidae,Ornithoptera,-19.248513,146.810852
Vanessa kershawi,1,2021,9,New South Wales,Nymphalidae,Vanessa,-33.80233,150.78031
Heteronympha penelope,100,2020,2,Tasmania,Nymphalidae,Heteronympha,-41.358953,147.4059
Delias mysis,6,2020,3,Queensland,Pieridae,Delias,-17.31233,145.58739
Ogyris zosine,1,2023,8,Queensland,Lycaenidae,Ogyris,-20.73593,139.51261
Euploea corinna,1,2021,4,Queensland,Nymphalidae,Euploea,-27.40499,153.02842
Junonia villida,1,2019,11,Western Australia,Nymphalidae,Junonia,-31.7694,116.2365
Graphium choredon,5,2020,3,Queensland,Papilionidae,Graphium,-28.16194,153.47072
Graphium choredon,1,2022,3,Queensland,Papilionidae,Graphium,-17.374467,145.315581
Acraea terpsicore,3,2023,4,Queensland,Nymphalidae,Acraea,-17.313756,145.585965
Junonia villida,3,2022,11,Queensland,Nymphalidae,Junonia,-17.31238,145.58726
Vanessa itea,1,2023,3,Victoria,Nymphalidae,Vanessa,-38.63978,143.88844
Cethosia cydippe,2,2022,2,Queensland,Nymphalidae,Cethosia,-16.90149,145.75168
Junonia villida,4,2020,4,Queensland,Nymphalidae,Junonia,-28.15135,153.20225
Candalides,2,2020,11,Queensland,Lycaenidae,Candalides,-17.31283,145.5869
Hypocysta adiante,8,2022,11,Queensland,Nymphalidae,Hypocysta,-19.5504,143.9732
Vindula arsinoe,2,2022,2,Queensland,Nymphalidae,Vindula,-16.48245,145.46741
Toxidia,1,2023,2,Queensland,Hesperiidae,Toxidia,-16.785192,145.625245
Graphium agamemnon,4,2022,11,Queensland,Papilionidae,Graphium,-17.31238,145.58726
Pieris rapae,1,2023,3,Victoria,Pieridae,Pieris,-37.87517,145.35883
Delias argenthona,1,2020,2,Queensland,Pieridae,Delias,-17.3113,145.58856
Eurema hecabe,4,2020,3,Queensland,Pieridae,Eurema,-27.53386,153.05876
Tirumala hamata,1,2022,10,Queensland,Nymphalidae,Tirumala,-23.7517,149.1071
Mydosama terminus,2,2022,5,Queensland,Nymphalidae,Mydosama,-15.3299,145.2124
Graphium choredon,1,2022,12,New South Wales,Papilionidae,Graphium,-28.44472,153.19353
Suniana sunias,2,2022,1,Queensland,Hesperiidae,Suniana,-27.9805,152.34632
Psychonotis caelius,1,2022,1,Queensland,Lycaenidae,Psychonotis,-27.38594,153.00272
Danaus petilia,2,2023,8,Queensland,Nymphalidae,Danaus,-17.44326,140.84228
Hypolimnas alimena,2,2022,3,Queensland,Nymphalidae,Hypolimnas,-12.7813,143.3109
Euploea corinna,1,2020,2,Queensland,Nymphalidae,Euploea,-28.01952,153.33842
Danaus petilia,8,2023,3,Queensland,Nymphalidae,Danaus,-27.5737,152.9254
Theclinesthes serpentatus,1,2021,9,New South Wales,Lycaenidae,Theclinesthes,-32.25156,148.53289
Graphium macleayanum,1,2021,1,Tasmania,Papilionidae,Graphium,-42.10976,146.16379
Vanessa itea,2,2022,1,Queensland,Nymphalidae,Vanessa,-27.9805,152.34632
Heteronympha merope,1,2021,3,Victoria,Nymphalidae,Heteronympha,-37.82219,145.20939
Papilio (Princeps) ambrax,2,2023,1,Queensland,Papilionidae,Papilio,-17.31256,145.58716
Prosotas dubiosa,1,2020,3,Queensland,Lycaenidae,Prosotas,-27.50859,153.08023
Psychonotis caelius,1,2023,1,Queensland,Lycaenidae,Psychonotis,-27.53866,153.06599
Yoma sabina,1,2022,3,Queensland,Nymphalidae,Yoma,-12.7399,143.2393
Pieris rapae,1,2022,9,New South Wales,Pieridae,Pieris,-30.4774,151.73932
Zizina otis,3,2022,12,Queensland,Lycaenidae,Zizina,-17.31175,145.58884
Heteronympha merope,5,2019,11,New South Wales,Nymphalidae,Heteronympha,-35.34655,148.23652
Eurema hecabe,1,2020,12,New South Wales,Pieridae,Eurema,-33.62492,151.14894
Zizina otis,4,2023,1,Queensland,Lycaenidae,Zizina,-28.22452,153.11082
Badamia exclamationis,1,2020,2,Queensland,Hesperiidae,Badamia,-28.01948,153.33862
Pieris rapae,1,2023,1,Queensland,Pieridae,Pieris,-28.34104,152.37203
Heteronympha merope,1,2021,3,New South Wales,Nymphalidae,Heteronympha,-33.92236,150.93721
Delias nigrina,3,2022,8,Queensland,Pieridae,Delias,-17.31233,145.58732
Papilio (Princeps) aegeus,1,2022,12,New South Wales,Papilionidae,Papilio,-30.74464,152.99097
Papilio (Princeps) aegeus,1,2022,10,Queensland,Papilionidae,Papilio,-23.535925,148.167161
Danaus plexippus,1,2022,1,Queensland,Nymphalidae,Danaus,-27.48562,152.95412
Danaus plexippus,2,2023,1,Queensland,Nymphalidae,Danaus,-28.22452,153.11082
Graphium choredon,2,2021,12,Queensland,Papilionidae,Graphium,-17.17344,145.83277
Vanessa itea,1,2020,10,Victoria,Nymphalidae,Vanessa,-36.64908,141.89683
Hypocysta pseudirius,8,2022,10,Queensland,Nymphalidae,Hypocysta,-26.802252,151.562557
Acraea andromacha,6,2022,5,New South Wales,Nymphalidae,Acraea,-30.35664,153.10443
Junonia villida,1,2022,12,New South Wales,Nymphalidae,Junonia,-30.74464,152.99097
Belenois java,1,2023,2,South Australia,Pieridae,Belenois,-34.89157,138.59161
Papilio (Princeps) ulysses,1,2020,11,Queensland,Papilionidae,Papilio,-17.31166,145.58853
Euploea corinna,1,2023,7,Queensland,Nymphalidae,Euploea,-15.51808,144.83768
Tirumala hamata,1,2021,2,Queensland,Nymphalidae,Tirumala,-27.34009,153.07783
Delias argenthona,1,2020,4,Queensland,Pieridae,Delias,-26.55344,151.87861
Nacaduba kurava,3,2020,5,Queensland,Lycaenidae,Nacaduba,-16.830552,145.658194
Nacaduba berenice,4,2022,10,Queensland,Lycaenidae,Nacaduba,-24.1792,151.0914
Heteronympha merope,1,2021,12,Tasmania,Nymphalidae,Heteronympha,-40.76103,145.30004
Catopsilia pomona,4,2022,3,Queensland,Pieridae,Catopsilia,-27.34439,153.09852
Zizula hylax,4,2019,11,Queensland,Lycaenidae,Zizula,-27.53265,153.05454
Belenois java,10,2021,8,Western Australia,Pieridae,Belenois,-22.68284,114.03866
Pieris rapae,1,2020,10,Queensland,Pieridae,Pieris,-27.40233,153.0291
Graphium choredon,1,2019,12,Queensland,Papilionidae,Graphium,-27.47557,152.97659
Delias ennia,1,2020,6,Queensland,Pieridae,Delias,-17.31231,145.58717
Heteronympha penelope,38,2022,3,South Australia,Nymphalidae,Heteronympha,-37.7363,140.65361
Tisiphone abeona,1,2020,10,Australian Capital Territory,Nymphalidae,Tisiphone,-35.1492,150.74977
Danaus petilia,1,2021,2,New South Wales,Nymphalidae,Danaus,-30.83571,149.47811
Papilio (Princeps) aegeus,1,2023,8,Queensland,Papilionidae,Papilio,-17.48157,140.83979
Graphium choredon,1,2020,3,Queensland,Papilionidae,Graphium,-26.41041,153.05567
Danaus plexippus,1,2022,10,Queensland,Nymphalidae,Danaus,-21.1593,148.8588
Ornithoptera richmondia,1,2019,12,New South Wales,Papilionidae,Ornithoptera,-28.38771,153.06393
Pantoporia consimilis,1,2022,3,Queensland,Nymphalidae,Pantoporia,-17.31234,145.58737
Candalides xanthospilos,1,2020,2,New South Wales,Lycaenidae,Candalides,-30.35676,153.104293
Danaus plexippus,1,2022,10,Queensland,Nymphalidae,Danaus,-25.64931,149.80769
Papilio (Eleppone) anactus,1,2022,2,Victoria,Papilionidae,Papilio,-37.77834,145.00454
Papilio (Princeps) aegeus,2,2022,7,Queensland,Papilionidae,Papilio,-12.6311,143.4257
Pieris rapae,1,2022,12,Queensland,Pieridae,Pieris,-17.31256,145.58714
Eurema hecabe,5,2020,3,Queensland,Pieridae,Eurema,-28.01949,153.33849
Toxidia,2,2023,1,Queensland,Hesperiidae,Toxidia,-27.70732,152.89782
Pieris rapae,1,2022,10,Queensland,Pieridae,Pieris,-24.7226,150.9901
Erina hyacinthina,1,2022,10,New South Wales,Lycaenidae,Erina,-33.64076,151.12435
Cressida cressida,1,2019,12,Queensland,Papilionidae,Cressida,-27.50749,153.08034
Graphium choredon,3,2021,4,Queensland,Papilionidae,Graphium,-17.31237,145.58793
Hypolimnas bolina,1,2020,4,Queensland,Nymphalidae,Hypolimnas,-26.41048,153.05547
Papilio (Princeps) ulysses,2,2022,2,Queensland,Papilionidae,Papilio,-17.82147,146.10269
Psychonotis caelius,1,2022,3,Queensland,Lycaenidae,Psychonotis,-27.53044,153.03603
Pieris rapae,1,2022,1,Queensland,Pieridae,Pieris,-27.53992,153.06625
Neptis praslini,2,2022,5,Queensland,Nymphalidae,Neptis,-15.3299,145.2124
Ornithoptera richmondia,1,2019,12,Queensland,Papilionidae,Ornithoptera,-28.2207,153.27283
Delias nigrina,1,2020,11,Queensland,Pieridae,Delias,-17.327404,145.748948
Vindula arsinoe,1,2020,3,Queensland,Nymphalidae,Vindula,-17.31247,145.58721
Danaus plexippus,1,2022,12,Queensland,Nymphalidae,Danaus,-17.31175,145.58884
Junonia villida,1,2021,1,Queensland,Nymphalidae,Junonia,-17.31256,145.58707
Catopsilia pomona,3,2021,2,Queensland,Pieridae,Catopsilia,-17.31258,145.58718
Danaus plexippus,1,2019,12,Western Australia,Nymphalidae,Danaus,-32.05548,115.98961
Nacaduba berenice,10,2020,3,Queensland,Lycaenidae,Nacaduba,-27.53245,153.05491
Delias nigrina,1,2020,6,Queensland,Pieridae,Delias,-17.32004,145.63628
Eurema hecabe,3,2022,10,Queensland,Pieridae,Eurema,-23.530075,148.166995
Pieris rapae,2,2020,12,Queensland,Pieridae,Pieris,-17.31258,145.58712
Pieris rapae,3,2021,1,New South Wales,Pieridae,Pieris,-33.92241,150.93674
Euploea corinna,1,2020,3,Queensland,Nymphalidae,Euploea,-17.27506,145.58347
Arhopala micale,2,2022,2,Queensland,Lycaenidae,Arhopala,-16.56672,145.45694
Ocybadistes walkeri,1,2022,2,Victoria,Hesperiidae,Ocybadistes,-37.82433,145.20934
Cupha prosope,1,2020,2,Queensland,Nymphalidae,Cupha,-17.27498,145.58342
Anthene seltuttus,1,2020,9,Queensland,Lycaenidae,Anthene,-19.98411,148.26174
Phaedyma shepherdi,1,2021,10,Queensland,Nymphalidae,Phaedyma,-17.569375,145.897928
Papilio (Princeps) aegeus,1,2020,3,Queensland,Papilionidae,Papilio,-27.44418,152.93289
Psychonotis caelius,1,2021,4,Queensland,Lycaenidae,Psychonotis,-28.04167,153.27575
Junonia villida,2,2023,4,Queensland,Nymphalidae,Junonia,-17.3128,145.587158
Papilio (Princeps) ulysses,1,2023,5,Queensland,Papilionidae,Papilio,-17.31239,145.58741
Junonia hedonia,1,2020,5,Queensland,Nymphalidae,Junonia,-17.31231,145.58731
Euchrysops cnejus,1,2023,6,Queensland,Lycaenidae,Euchrysops,-17.91649,145.35196
Papilio (Princeps) aegeus,3,2022,7,Queensland,Papilionidae,Papilio,-12.78065,143.3091
Appias ada,2,2022,3,Queensland,Pieridae,Appias,-12.71311,143.29831
Graphium choredon,1,2020,3,Queensland,Papilionidae,Graphium,-26.41041,153.05563
Papilio (Princeps) aegeus,1,2020,9,Queensland,Papilionidae,Papilio,-23.85169,149.09619
Tellervo zoilus,1,2023,4,Queensland,Nymphalidae,Tellervo,-17.3128,145.587158
Mycalesis,3,2020,12,Queensland,Nymphalidae,Mycalesis,-17.31281,145.58703
Acrodipsas myrmecophila,2,2020,3,New South Wales,Lycaenidae,Acrodipsas,-33.80221,150.78039
Vanessa itea,1,2020,1,Victoria,Nymphalidae,Vanessa,-38.6397,143.88523
Suniana sunias,2,2022,2,Queensland,Hesperiidae,Suniana,-16.56672,145.45694
Junonia villida,1,2020,2,Queensland,Nymphalidae,Junonia,-17.27494,145.58349
Belenois java,1,2022,9,New South Wales,Pieridae,Belenois,-33.62497,151.14892
Zizina otis,1,2022,12,Queensland,Lycaenidae,Zizina,-27.31815,153.05523
Cressida cressida,1,2020,10,Queensland,Papilionidae,Cressida,-23.49176,150.97879
Jalmenus evagoras,2,2021,12,Queensland,Lycaenidae,Jalmenus,-27.54018,153.06861
Cephrenes trichopepla,1,2022,2,Queensland,Hesperiidae,Cephrenes,-17.152144,144.521525
Junonia orithya,11,2020,5,Queensland,Nymphalidae,Junonia,-17.5342,145.4504
Nacaduba cyanea,5,2022,2,Queensland,Lycaenidae,Nacaduba,-16.56672,145.45694
Tellervo zoilus,3,2021,4,Queensland,Nymphalidae,Tellervo,-17.31256,145.58708
Delias nigrina,6,2023,5,Queensland,Pieridae,Delias,-17.31239,145.58741
Delias mysis,2,2020,11,Queensland,Pieridae,Delias,-17.31148,145.58893
Graphium agamemnon,1,2021,2,Queensland,Papilionidae,Graphium,-17.26613,145.57846
Tisiphone abeona,1,2022,11,Australian Capital Territory,Nymphalidae,Tisiphone,-35.14481,150.67307
Acraea andromacha,1,2020,2,Queensland,Nymphalidae,Acraea,-27.64234,152.75213
Eurema hecabe,1,2020,3,Queensland,Pieridae,Eurema,-17.60868,145.56403
Elodina walkeri,1,2022,11,Queensland,Pieridae,Elodina,-12.17751,141.89616
Appias paulina,1,2021,4,Queensland,Pieridae,Appias,-17.31256,145.58708
Hesperilla idothea,5,2019,11,New South Wales,Hesperiidae,Hesperilla,-33.51972,150.30347
Toxidia,3,2023,3,Queensland,Hesperiidae,Toxidia,-27.71814,152.87893
Vanessa itea,1,2021,10,Victoria,Nymphalidae,Vanessa,-37.77266,145.00409
Appias paulina,1,2020,12,Queensland,Pieridae,Appias,-24.88922,152.30706
Eurema smilax,3,2022,10,Queensland,Pieridae,Eurema,-24.222782,148.221701
Heteronympha mirifica,1,2019,11,New South Wales,Nymphalidae,Heteronympha,-31.49644,152.83686
Catopsilia pomona,1,2022,11,Queensland,Pieridae,Catopsilia,-12.17751,141.89616
Pieris rapae,1,2021,11,New South Wales,Pieridae,Pieris,-33.92229,150.93663
Arrhenes marnas,1,2022,1,Queensland,Hesperiidae,Arrhenes,-27.48316,153.11532
Mydosama terminus,3,2022,4,Queensland,Nymphalidae,Mydosama,-12.7786,143.318
Belenois java,1,2023,8,Queensland,Pieridae,Belenois,-22.91485,139.93977
Eurema hecabe,2,2020,5,Queensland,Pieridae,Eurema,-24.88922,152.30706
Jamides phaseli,6,2022,3,Queensland,Lycaenidae,Jamides,-17.374467,145.315581
Junonia villida,1,2023,8,New South Wales,Nymphalidae,Junonia,-34.02139,150.85838
Badamia exclamationis,2,2020,12,Queensland,Hesperiidae,Badamia,-13.966844,143.191746
Belenois java,1,2020,10,Victoria,Pieridae,Belenois,-37.79044,145.05959
Tirumala hamata,1,2021,4,Queensland,Nymphalidae,Tirumala,-17.31256,145.58708
Papilio (Princeps) aegeus,1,2020,5,Queensland,Papilionidae,Papilio,-9.75223,143.4146
Danaus plexippus,1,2023,3,New South Wales,Nymphalidae,Danaus,-33.59357,151.17067
Junonia villida,3,2016,11,Queensland,Nymphalidae,Junonia,-19.346,144.122
Tagiades japetus,3,2021,12,Queensland,Hesperiidae,Tagiades,-17.32641,146.00913
Heteronympha merope,15,2021,4,South Australia,Nymphalidae,Heteronympha,-37.74058,140.64638
Hypolimnas bolina,1,2020,4,Queensland,Nymphalidae,Hypolimnas,-27.54923,152.97868
Papilio (Princeps) aegeus,1,2021,2,Queensland,Papilionidae,Papilio,-27.55049,152.98279
Euploea darchia,1,2023,5,Queensland,Nymphalidae,Euploea,-17.31239,145.58741
Danaus plexippus,8,2022,1,Queensland,Nymphalidae,Danaus,-17.2295,145.4802
Hypolimnas bolina,1,2020,3,Queensland,Nymphalidae,Hypolimnas,-27.53231,153.05553
Graphium eurypylus,1,2021,9,New South Wales,Papilionidae,Graphium,-33.74018,150.60131
Zizula hylax,15,2022,10,Queensland,Lycaenidae,Zizula,-17.31242,145.58733
Catopsilia pomona,1,2022,1,Queensland,Pieridae,Catopsilia,-27.5301,153.16676
Geitoneura acantha,1,2023,2,Victoria,Nymphalidae,Geitoneura,-37.55034,147.86872
Vanessa kershawi,1,2020,12,Victoria,Nymphalidae,Vanessa,-38.63977,143.88536
Tirumala hamata,1,2021,2,Queensland,Nymphalidae,Tirumala,-27.53881,153.06639
Symbrenthia,1,2022,1,Queensland,Nymphalidae,Symbrenthia,-17.2295,145.4802
Graphium choredon,1,2023,2,Queensland,Papilionidae,Graphium,-26.38957,152.97456
Vanessa itea,1,2020,3,Queensland,Nymphalidae,Vanessa,-28.01953,153.33842
Vanessa kershawi,40,2023,1,New South Wales,Nymphalidae,Vanessa,-29.08455,151.96778
Geitoneura klugii,1,2023,3,Victoria,Nymphalidae,Geitoneura,-37.7067,145.6815
Zizina otis,1,2022,9,Queensland,Lycaenidae,Zizina,-18.135885,144.339635
Papilio (Eleppone) anactus,1,2020,1,New South Wales,Papilionidae,Papilio,-32.95777,151.67725
Tirumala hamata,4,2020,2,Queensland,Nymphalidae,Tirumala,-26.41049,153.05554
Hasora chromus,1,2023,1,Queensland,Hesperiidae,Hasora,-27.40504,153.02836
Paralucia aurifera,1,2020,11,Tasmania,Lycaenidae,Paralucia,-42.85777,147.39561
Ornithoptera euphorion,2,2020,9,Queensland,Papilionidae,Ornithoptera,-17.21572,145.53979
Pieris rapae,1,2022,10,Queensland,Pieridae,Pieris,-27.58596,153.08957
Papilio (Princeps) ambrax,1,2020,2,Queensland,Papilionidae,Papilio,-17.275,145.58349
Catopsilia pomona,3,2022,9,Queensland,Pieridae,Catopsilia,-18.135885,144.339635
Prosotas felderi,1,2020,2,New South Wales,Lycaenidae,Prosotas,-29.42939,153.32548
Hypolimnas bolina,1,2021,3,Queensland,Nymphalidae,Hypolimnas,-27.61104,152.76972
Vanessa kershawi,1,2020,11,Victoria,Nymphalidae,Vanessa,-37.76966,145.00064
Papilio (Princeps) aegeus,1,2020,1,Queensland,Papilionidae,Papilio,-27.45783,153.04817
Papilio (Princeps) ulysses,1,2020,12,Queensland,Papilionidae,Papilio,-17.31252,145.58723
Euploea corinna,1,2022,8,New South Wales,Nymphalidae,Euploea,-33.92173,150.93731
Junonia villida,1,2022,11,Queensland,Nymphalidae,Junonia,-17.3126,145.58713
Ogyris zosine,3,2022,9,Queensland,Lycaenidae,Ogyris,-18.135885,144.339635
Zizina otis,2,2020,3,Australian Capital Territory,Lycaenidae,Zizina,-35.23873,149.16275
Phaedyma shepherdi,1,2022,5,New South Wales,Nymphalidae,Phaedyma,-30.35664,153.10443
Euploea corinna,2,2020,3,Queensland,Nymphalidae,Euploea,-28.01942,153.33836
Danaus petilia,3,2023,2,Victoria,Nymphalidae,Danaus,-36.32683,146.92104
Ornithoptera euphorion,1,2020,5,Queensland,Papilionidae,Ornithoptera,-17.31246,145.58733
Belenois java,1,2023,8,Queensland,Pieridae,Belenois,-22.79837,139.81409
Ornithoptera euphorion,2,2023,5,Queensland,Papilionidae,Ornithoptera,-17.31244,145.58736
Acraea terpsicore,5,2021,9,Queensland,Nymphalidae,Acraea,-19.924932,147.848148
Catochrysops panormus,1,2020,6,Queensland,Lycaenidae,Catochrysops,-17.29155,145.60358
Erysichton lineatus,1,2022,5,New South Wales,Lycaenidae,Erysichton,-30.35664,153.10443
Papilio (Princeps) ambrax,1,2020,9,Queensland,Papilionidae,Papilio,-17.31255,145.58787
Papilio (Princeps) aegeus,1,2019,12,Queensland,Papilionidae,Papilio,-27.45793,153.04829
Psychonotis caelius,1,2022,1,Queensland,Lycaenidae,Psychonotis,-27.04164,152.6892
Pieris rapae,1,2020,2,Tasmania,Pieridae,Pieris,-42.60629,147.72012
Delias nigrina,2,2020,7,Queensland,Pieridae,Delias,-17.3133,145.58657
Catopsilia pomona,2,2021,9,Queensland,Pieridae,Catopsilia,-19.924932,147.848148
Catopsilia pomona,8,2020,2,Queensland,Pieridae,Catopsilia,-28.01952,153.33842
Delias argenthona,1,2022,5,New South Wales,Pieridae,Delias,-30.35664,153.10443
Hypocysta adiante,5,2022,2,Queensland,Nymphalidae,Hypocysta,-27.48533,152.95436
Pieris rapae,3,2023,2,New South Wales,Pieridae,Pieris,-33.92242,150.9371
Arhopala madytus,2,2022,2,Queensland,Lycaenidae,Arhopala,-17.82147,146.10269
Hypocysta metirius,7,2022,11,Queensland,Nymphalidae,Hypocysta,-17.68436,145.51864
Junonia hedonia,1,2023,5,Queensland,Nymphalidae,Junonia,-17.5969,146.1172
Philiris fulgens,1,2022,2,Queensland,Lycaenidae,Philiris,-16.5367,145.3866
Trapezites petalia,1,2022,11,Queensland,Hesperiidae,Trapezites,-25.973098,152.968359
Jamides phaseli,1,2022,1,Queensland,Lycaenidae,Jamides,-27.48316,153.11532
Papilio (Eleppone) anactus,1,2023,2,Queensland,Papilionidae,Papilio,-27.07686,152.66638
Papilio (Princeps) aegeus,1,2021,2,Queensland,Papilionidae,Papilio,-27.49751,152.7605
Arhopala madytus,1,2021,2,Queensland,Lycaenidae,Arhopala,-17.5044,146.0768
Nacaduba kurava,1,2022,11,Queensland,Lycaenidae,Nacaduba,-17.68436,145.51864
Psychonotis caelius,1,2021,3,Queensland,Lycaenidae,Psychonotis,-17.27782,145.47284
Euploea corinna,3,2021,3,Queensland,Nymphalidae,Euploea,-18.1905,144.6546
Heteronympha penelope,35,2022,3,South Australia,Nymphalidae,Heteronympha,-37.60944,140.54747
Junonia villida,1,2020,5,Victoria,Nymphalidae,Junonia,-37.21009,145.23232
Erina erina,1,2022,4,Queensland,Lycaenidae,Erina,-27.54336,153.07291
Vanessa kershawi,1,2021,9,Victoria,Nymphalidae,Vanessa,-37.7779,145.00463
Theclinesthes onycha,1,2023,4,Queensland,Lycaenidae,Theclinesthes,-24.88922,152.30706
Heteronympha merope,4,2023,2,Tasmania,Nymphalidae,Heteronympha,-41.13046,146.54356
Tellervo zoilus,1,2022,12,Queensland,Nymphalidae,Tellervo,-17.3213,145.4199
Danaus petilia,1,2020,3,Queensland,Nymphalidae,Danaus,-28.0195,153.33844
Theclinesthes miskini,2,2022,10,Queensland,Lycaenidae,Theclinesthes,-19.25845,146.802859
Catopsilia pomona,1,2020,2,Queensland,Pieridae,Catopsilia,-17.26804,145.48472
Erina hyacinthina,1,2022,4,Queensland,Lycaenidae,Erina,-27.54336,153.07291
Tirumala hamata,1,2021,4,Queensland,Nymphalidae,Tirumala,-27.484863,152.749706
Eurema hecabe,1,2022,10,Queensland,Pieridae,Eurema,-24.88922,152.30706
Leptotes plinius,1,2020,2,Queensland,Lycaenidae,Leptotes,-28.01954,153.33842
Suniana sunias,1,2020,2,Queensland,Hesperiidae,Suniana,-27.51197,153.03311
Catopsilia pomona,13,2020,3,Queensland,Pieridae,Catopsilia,-28.0195,153.33844
Pantoporia consimilis,1,2020,6,Queensland,Nymphalidae,Pantoporia,-17.31317,145.58692
Tirumala hamata,5,2021,2,Queensland,Nymphalidae,Tirumala,-27.53834,153.06553
Delias mysis,2,2021,2,Queensland,Pieridae,Delias,-17.31259,145.5872
Heteronympha merope,2,2023,2,Victoria,Nymphalidae,Heteronympha,-37.83902,145.18861
Danaus plexippus,1,2022,10,Queensland,Nymphalidae,Danaus,-24.88922,152.30706
Pelopidas lyelli,3,2021,3,Queensland,Hesperiidae,Pelopidas,-17.31256,145.58713
Psychonotis caelius,1,2022,11,Queensland,Lycaenidae,Psychonotis,-27.09364,152.70269
Melanitis leda,1,2022,8,Queensland,Nymphalidae,Melanitis,-16.3097,144.9975
Acraea andromacha,70,2020,2,Queensland,Nymphalidae,Acraea,-27.64238,152.75208
