scientificName,individualCount,year,month,stateProvince,family,genus,decimalLatitude,decimalLongitude
Cupha prosope,1,2023,5,Queensland,Nymphalidae,Cupha,-17.31311,145.58689
Graphium choredon,1,2023,2,Queensland,Papilionidae,Graphium,-28.2296,152.4825
Delias nigrina,1,2023,3,New South Wales,Pieridae,Delias,-33.92215,150.93659
Heteronympha paradelpha,3,2023,3,Victoria,Nymphalidae,Heteronympha,-37.526,145.4211
Euploea corinna,3,2023,1,Queensland,Nymphalidae,Euploea,-27.3646,152.78988
Danaus petilia,1,2023,8,Queensland,Nymphalidae,Danaus,-17.44354,140.84256
Delias aganippe,2,2023,5,Queensland,Pieridae,Delias,-24.75969,152.41167
Rapala varuna,2,2023,4,Queensland,Lycaenidae,Rapala,-17.313756,145.585965
Belenois java,2,2023,1,Queensland,Pieridae,Belenois,-28.22452,153.11082
Eurema smilax,1,2023,8,Queensland,Pieridae,Eurema,-22.41073,139.66323
Cupha prosope,8,2023,3,Queensland,Nymphalidae,Cupha,-17.31246,145.58736
Toxidia parvula,1,2023,3,Queensland,Hesperiidae,Toxidia,-28.2242,153.1104
Papilio (Princeps) ambrax,1,2023,4,Queensland,Papilionidae,Papilio,-17.313756,145.585965
Danaus plexippus,3,2023,5,Australian Capital Territory,Nymphalidae,Danaus,-35.16001,150.64132
Vindula arsinoe,1,2023,4,Queensland,Nymphalidae,Vindula,-17.3118,145.58736
Ocybadistes walkeri,2,2023,2,Victoria,Hesperiidae,Ocybadistes,-37.6922,147.8355
Oreixenica lathoniella,1,2023,3,Victoria,Nymphalidae,Oreixenica,-37.3796,144.6088
Psychonotis caelius,1,2023,2,New South Wales,Lycaenidae,Psychonotis,-33.92223,150.93668
Pieris rapae,7,2023,1,Victoria,Pieridae,Pieris,-36.32626,146.92148
Hypolimnas alimena,1,2023,3,Queensland,Nymphalidae,Hypolimnas,-17.2542,145.60204
Psychonotis caelius,9,2023,3,New South Wales,Lycaenidae,Psychonotis,-33.5232,151.1035
Tisiphone abeona,2,2023,4,New South Wales,Nymphalidae,Tisiphone,-33.64214,151.1255
Jalmenus pseudictinus,2,2023,4,Queensland,Lycaenidae,Jalmenus,-17.3809,145.3755
Danaus plexippus,1,2023,4,New South Wales,Nymphalidae,Danaus,-33.92237,150.9367
Delias mysis,1,2023,3,Queensland,Pieridae,Delias,-17.31246,145.58736
Euploea tulliolus,2,2023,4,Queensland,Nymphalidae,Euploea,-17.31243,145.58732
Pieris rapae,3,2023,2,New South Wales,Pieridae,Pieris,-33.92238,150.9372
Trapezites symmomus,1,2023,2,Queensland,Hesperiidae,Trapezites,-27.49993,152.96364
Papilio (Princeps) aegeus,1,2023,3,Queensland,Papilionidae,Papilio,-17.31245,145.58736
Heteronympha merope,40,2023,3,Victoria,Nymphalidae,Heteronympha,-37.526,145.4211
Pieris rapae,3,2023,2,Victoria,Pieridae,Pieris,-37.8064,148.0525
Eurema hecabe,4,2023,3,Queensland,Pieridae,Eurema,-17.31246,145.58736
Famegana,2,2023,6,Queensland,Lycaenidae,Famegana,-10.5834,142.296
Papilio (Princeps) ambrax,1,2023,3,Queensland,Papilionidae,Papilio,-17.31246,145.58736
Leptotes plinius,3,2023,5,New South Wales,Lycaenidae,Leptotes,-34.02145,150.85849
Zizina otis,1,2023,3,Victoria,Lycaenidae,Zizina,-36.57694,144.73838
Acraea andromacha,5,2023,6,Queensland,Nymphalidae,Acraea,-17.91649,145.35196
Mycalesis perseus,3,2023,6,Queensland,Nymphalidae,Mycalesis,-17.91649,145.35196
Graphium choredon,1,2023,1,Queensland,Papilionidae,Graphium,-27.33289,152.76309
Junonia hedonia,2,2023,4,Queensland,Nymphalidae,Junonia,-17.313756,145.585965
Geitoneura klugii,8,2023,2,Victoria,Nymphalidae,Geitoneura,-37.8068,148.0431
Erina erina,20,2023,4,Queensland,Lycaenidae,Erina,-17.3809,145.3755
Heteronympha merope,1,2023,5,New South Wales,Nymphalidae,Heteronympha,-33.92232,150.93667
Leptotes plinius,1,2023,2,New South Wales,Lycaenidae,Leptotes,-33.92242,150.9371
Zizina otis,1,2023,1,Australian Capital Territory,Lycaenidae,Zizina,-35.41476,148.79044
Danaus petilia,1,2023,9,Queensland,Nymphalidae,Danaus,-20.70905,139.50059
Heteronympha penelope,1,2023,3,Victoria,Nymphalidae,Heteronympha,-36.74658,147.01839
Tellervo zoilus,1,2023,8,Queensland,Nymphalidae,Tellervo,-17.31261,145.58716
Phaedyma shepherdi,1,2023,3,Queensland,Nymphalidae,Phaedyma,-17.31245,145.58736
Euploea corinna,1,2023,8,Queensland,Nymphalidae,Euploea,-17.67736,141.07029
Jalmenus evagoras,1,2023,1,Queensland,Lycaenidae,Jalmenus,-27.53949,153.06534
Theclinesthes miskini,1,2023,2,Queensland,Lycaenidae,Theclinesthes,-27.71808,152.8789
Vanessa itea,2,2023,1,Victoria,Nymphalidae,Vanessa,-37.35543,144.15339
Psychonotis caelius,1,2023,4,New South Wales,Lycaenidae,Psychonotis,-33.92231,150.93665
Appias paulina,1,2023,5,Queensland,Pieridae,Appias,-17.5592,146.089
Mydosama terminus,5,2023,7,Queensland,Nymphalidae,Mydosama,-15.49056,144.8341
Toxidia rietmanni,1,2023,1,Queensland,Hesperiidae,Toxidia,-28.34104,152.37203
Graphium choredon,2,2023,3,Queensland,Papilionidae,Graphium,-26.60854,153.0228
Erina erina,4,2023,4,Queensland,Lycaenidae,Erina,-17.313756,145.585965
Delias harpalyce,1,2023,3,Victoria,Pieridae,Delias,-36.6617,146.9364
Delias harpalyce,2,2023,2,Queensland,Pieridae,Delias,-27.40479,152.81109
Vanessa kershawi,1,2023,1,Queensland,Nymphalidae,Vanessa,-27.48516,152.9544
Heteronympha merope,2,2023,1,Victoria,Nymphalidae,Heteronympha,-37.35473,144.14941
Vanessa kershawi,1,2023,1,Australian Capital Territory,Nymphalidae,Vanessa,-35.41476,148.79044
Delias nigrina,1,2023,2,Queensland,Pieridae,Delias,-27.71808,152.8789
Toxidia,1,2023,2,Queensland,Hesperiidae,Toxidia,-27.71808,152.8789
Junonia villida,2,2023,3,Victoria,Nymphalidae,Junonia,-37.0152,144.309
Hypocysta adiante,2,2023,1,Queensland,Nymphalidae,Hypocysta,-28.28323,152.72626
Acraea andromacha,1,2023,1,Queensland,Nymphalidae,Acraea,-28.28323,152.72626
Heteronympha penelope,1,2023,3,Victoria,Nymphalidae,Heteronympha,-36.6678,146.9956
Ocybadistes ardea,1,2023,2,Queensland,Hesperiidae,Ocybadistes,-17.30033,145.58181
Doleschallia bisaltide,1,2023,5,Queensland,Nymphalidae,Doleschallia,-17.5969,146.1172
Papilio (Princeps) ulysses,5,2023,5,Queensland,Papilionidae,Papilio,-17.31238,145.58734
Cressida cressida,1,2023,4,Queensland,Papilionidae,Cressida,-17.3788,145.38465
Eurema hecabe,1,2023,5,Queensland,Pieridae,Eurema,-17.31238,145.58734
Vindula arsinoe,1,2023,3,Queensland,Nymphalidae,Vindula,-17.31245,145.58736
Prosotas dubiosa,1,2023,1,Queensland,Lycaenidae,Prosotas,-17.3788,145.38465
Doleschallia bisaltide,1,2023,3,Queensland,Nymphalidae,Doleschallia,-17.31245,145.58736
Lampides boeticus,4,2023,3,New South Wales,Lycaenidae,Lampides,-33.64199,151.12541
Junonia hedonia,1,2023,4,Queensland,Nymphalidae,Junonia,-17.31243,145.58732
Acraea terpsicore,1,2023,4,Queensland,Nymphalidae,Acraea,-17.3788,145.38465
Hypolimnas bolina,1,2023,5,Queensland,Nymphalidae,Hypolimnas,-17.60095,146.1206
Acraea andromacha,1,2023,2,Queensland,Nymphalidae,Acraea,-27.71808,152.8789
Heteronympha merope,9,2023,1,Victoria,Nymphalidae,Heteronympha,-37.35556,144.15339
Melanitis leda,1,2023,7,Queensland,Nymphalidae,Melanitis,-24.88922,152.30706
Ogyris amaryllis,2,2023,2,Queensland,Lycaenidae,Ogyris,-27.98,151.62
Eurema smilax,1,2023,9,Queensland,Pieridae,Eurema,-20.56548,139.48691
Geitoneura klugii,1,2023,1,Tasmania,Nymphalidae,Geitoneura,-43.01314,147.29609
Zizina otis,2,2023,1,Queensland,Lycaenidae,Zizina,-27.53978,153.06605
Leptotes plinius,8,2023,2,Queensland,Lycaenidae,Leptotes,-24.88922,152.30706
Zizina otis,5,2023,1,New South Wales,Lycaenidae,Zizina,-30.35665,153.10443
Junonia hedonia,3,2023,7,Queensland,Nymphalidae,Junonia,-15.48913,144.8166
Ocybadistes walkeri,1,2023,7,Queensland,Hesperiidae,Ocybadistes,-15.48913,144.8166
Eurema brigitta,1,2023,1,New South Wales,Pieridae,Eurema,-30.35665,153.10443
Charaxes sempronius,2,2023,2,Queensland,Nymphalidae,Charaxes,-27.4847,152.95529
Mydosama terminus,3,2023,7,Queensland,Nymphalidae,Mydosama,-15.48913,144.8166
Vindula arsinoe,1,2023,4,Queensland,Nymphalidae,Vindula,-17.31152,145.58904
Eirmocides absimilis,2,2023,4,Queensland,Lycaenidae,Eirmocides,-17.31152,145.58904
Junonia villida,1,2023,8,Queensland,Nymphalidae,Junonia,-23.31747,139.71074
Hypocysta adiante,3,2023,7,Queensland,Nymphalidae,Hypocysta,-15.48913,144.8166
Heteronympha solandri,3,2023,1,Australian Capital Territory,Nymphalidae,Heteronympha,-35.41476,148.79044
Papilio (Princeps) demoleus,1,2023,8,Queensland,Papilionidae,Papilio,-24.35566,139.47045
Pieris rapae,2,2023,2,Victoria,Pieridae,Pieris,-38.486,146.6627
Eurema smilax,1,2023,2,Queensland,Pieridae,Eurema,-17.30033,145.58181
Cupha prosope,2,2023,3,Queensland,Nymphalidae,Cupha,-17.31245,145.58736
Lampides boeticus,1,2023,8,Queensland,Lycaenidae,Lampides,-23.31747,139.71074
Pantoporia consimilis,1,2023,6,Queensland,Nymphalidae,Pantoporia,-10.5814,142.21349
Erina erina,2,2023,1,Queensland,Lycaenidae,Erina,-27.48516,152.9544
Cressida cressida,2,2023,1,Queensland,Papilionidae,Cressida,-27.3646,152.78988
Ornithoptera euphorion,3,2023,3,Queensland,Papilionidae,Ornithoptera,-17.31245,145.58736
Telicota paceka mesoptis,1,2023,2,Queensland,Hesperiidae,Telicota,-16.812515,145.636633
Appias paulina,1,2023,6,Queensland,Pieridae,Appias,-10.5792,142.21488
Trapezites symmomus,3,2023,3,Queensland,Hesperiidae,Trapezites,-26.60808,153.02249
Delias nigrina,1,2023,5,New South Wales,Pieridae,Delias,-33.92233,150.93703
Delias nigrina,3,2023,2,Queensland,Pieridae,Delias,-27.04094,152.68539
Trapezites symmomus,1,2023,2,Victoria,Hesperiidae,Trapezites,-37.7425,149.136879
Junonia villida,1,2023,6,Queensland,Nymphalidae,Junonia,-17.31237,145.58278
Papilio (Princeps) aegeus,1,2023,1,New South Wales,Papilionidae,Papilio,-33.64197,151.12537
Hypolimnas bolina,1,2023,1,Queensland,Nymphalidae,Hypolimnas,-17.31266,145.58717
Eurema hecabe,1,2023,6,Queensland,Pieridae,Eurema,-17.42902,145.403986
Vanessa itea,1,2023,1,Victoria,Nymphalidae,Vanessa,-38.63676,143.89095
Hypolimnas alimena,1,2023,6,Queensland,Nymphalidae,Hypolimnas,-10.5792,142.21488
Zizina otis,2,2023,5,Queensland,Lycaenidae,Zizina,-17.589,146.09345
Delias argenthona,1,2023,1,New South Wales,Pieridae,Delias,-30.35665,153.10443
Nacaduba biocellata,3,2023,8,Queensland,Lycaenidae,Nacaduba,-22.69046,140.01754
Geitoneura acantha,6,2023,1,Australian Capital Territory,Nymphalidae,Geitoneura,-35.36832,148.83336
Papilio (Princeps) ambrax,1,2023,2,Queensland,Papilionidae,Papilio,-17.31234,145.5873
Catopsilia pomona,2,2023,9,Queensland,Pieridae,Catopsilia,-20.72704,139.49034
Pieris rapae,1,2023,4,New South Wales,Pieridae,Pieris,-33.92236,150.93705
Pelopidas agna,5,2023,3,Queensland,Hesperiidae,Pelopidas,-17.31245,145.58736
Telicota augias,1,2023,7,Queensland,Hesperiidae,Telicota,-12.17748,141.89608
Papilio (Princeps) aegeus,1,2023,1,Queensland,Papilionidae,Papilio,-24.88922,152.30706
Papilio (Princeps) aegeus,1,2023,3,Western Australia,Papilionidae,Papilio,-33.5596,118.5152
Eurema hecabe,1,2023,4,Queensland,Pieridae,Eurema,-24.88922,152.30706
Eurema hecabe,1,2023,2,Queensland,Pieridae,Eurema,-17.31275,145.587
Danaus affinis,1,2023,2,Queensland,Nymphalidae,Danaus,-17.31247,145.58736
Acraea andromacha,1,2023,5,Queensland,Nymphalidae,Acraea,-19.28863,146.7243
Tellervo zoilus,2,2023,5,Queensland,Nymphalidae,Tellervo,-17.31238,145.58734
Ornithoptera euphorion,1,2023,5,Queensland,Papilionidae,Ornithoptera,-17.31238,145.58734
Hesperilla idothea,2,2023,3,Victoria,Hesperiidae,Hesperilla,-37.3702,144.5976
Pieris rapae,1,2023,2,Victoria,Pieridae,Pieris,-37.718,149.1289
Telicota paceka mesoptis,4,2023,2,Queensland,Hesperiidae,Telicota,-17.31244,145.5873
Tagiades japetus,1,2023,7,Queensland,Hesperiidae,Tagiades,-15.48913,144.8166
Nacaduba berenice,10,2023,4,Queensland,Lycaenidae,Nacaduba,-23.17934,150.79443
Theclinesthes miskini,1,2023,1,Queensland,Lycaenidae,Theclinesthes,-27.2287,152.701548
Theclinesthes onycha,1,2023,1,Queensland,Lycaenidae,Theclinesthes,-27.33289,152.76309
Psychonotis caelius,8,2023,5,Queensland,Lycaenidae,Psychonotis,-17.31238,145.58734
Euploea corinna,1,2023,4,Queensland,Nymphalidae,Euploea,-23.17934,150.79443
Toxidia,2,2023,2,Queensland,Hesperiidae,Toxidia,-26.38957,152.97456
Vanessa kershawi,1,2023,1,Queensland,Nymphalidae,Vanessa,-27.49395,153.02992
Eurema hecabe,3,2023,2,Queensland,Pieridae,Eurema,-17.31239,145.58733
Cupha prosope,3,2023,2,Queensland,Nymphalidae,Cupha,-17.33887,145.62429
Melanitis leda,2,2023,2,Queensland,Nymphalidae,Melanitis,-27.49993,152.96364
Graphium macfarlanei,1,2023,2,Queensland,Papilionidae,Graphium,-17.31244,145.5873
Symbrenthia,1,2023,5,Queensland,Nymphalidae,Symbrenthia,-17.31238,145.58734
Mydosama terminus,2,2023,5,Queensland,Nymphalidae,Mydosama,-17.31238,145.58734
Delias nigrina,8,2023,6,Queensland,Pieridae,Delias,-17.31309,145.58278
Delias nigrina,1,2023,4,New South Wales,Pieridae,Delias,-33.92234,150.93672
Hesperilla donnysa,4,2023,3,Victoria,Hesperiidae,Hesperilla,-36.5923,143.6959
Theclinesthes miskini,1,2023,2,Queensland,Lycaenidae,Theclinesthes,-26.38957,152.97456
Euploea tulliolus,2,2023,4,Queensland,Nymphalidae,Euploea,-17.3128,145.587158
Melanitis leda,1,2023,3,Queensland,Nymphalidae,Melanitis,-17.31245,145.58736
Eurema smilax,4,2023,8,Western Australia,Pieridae,Eurema,-22.46466,122.26201
Pieris rapae,3,2023,3,New South Wales,Pieridae,Pieris,-33.92246,150.93719
Hypocysta metirius,6,2023,1,Queensland,Nymphalidae,Hypocysta,-27.22841,152.70182
Delias mysis,2,2023,1,Queensland,Pieridae,Delias,-17.31266,145.58717
Cressida cressida,1,2023,6,Queensland,Papilionidae,Cressida,-17.42902,145.403986
Hypolycaena danis,2,2023,1,Queensland,Lycaenidae,Hypolycaena,-17.31261,145.58713
Graphium choredon,2,2023,3,Queensland,Papilionidae,Graphium,-17.31245,145.58736
Belenois java,1,2023,8,Queensland,Pieridae,Belenois,-22.88852,139.93885
Geitoneura acantha,3,2023,4,New South Wales,Nymphalidae,Geitoneura,-33.59527,151.17007
Theclinesthes sulpitius,1,2023,5,Queensland,Lycaenidae,Theclinesthes,-25.16356,152.57236
Heteronympha merope,1,2023,3,New South Wales,Nymphalidae,Heteronympha,-33.92224,150.93696
Graphium choredon,3,2023,2,Queensland,Papilionidae,Graphium,-27.49993,152.96364
Heteronympha paradelpha,3,2023,2,Victoria,Nymphalidae,Heteronympha,-38.47956,146.7724
Papilio (Eleppone) anactus,1,2023,2,Victoria,Papilionidae,Papilio,-37.3886,144.5767
Delias harpalyce,1,2023,2,Victoria,Pieridae,Delias,-37.74464,142.0074
Suniana sunias,3,2023,6,Queensland,Hesperiidae,Suniana,-10.602,142.2551
Acraea terpsicore,2,2023,8,Queensland,Nymphalidae,Acraea,-17.6629,141.09126
Mydosama terminus,2,2023,6,Queensland,Nymphalidae,Mydosama,-17.31254,145.58717
Heteronympha merope,10,2023,3,Victoria,Nymphalidae,Heteronympha,-37.372,144.594
Graphium agamemnon,2,2023,4,Queensland,Papilionidae,Graphium,-17.3128,145.587158
Danaus petilia,1,2023,3,Victoria,Nymphalidae,Danaus,-36.32629,146.92155
Pelopidas lyelli,1,2023,4,Queensland,Hesperiidae,Pelopidas,-17.3128,145.587158
Phaedyma shepherdi,1,2023,3,Queensland,Nymphalidae,Phaedyma,-27.61398,152.03708
Papilio (Princeps) aegeus,1,2023,5,Queensland,Papilionidae,Papilio,-17.589,146.09345
Junonia villida,1,2023,6,Queensland,Nymphalidae,Junonia,-10.5783,142.2264
Heteronympha merope,30,2023,2,Victoria,Nymphalidae,Heteronympha,-38.2319,146.9385
Zizina otis,1,2023,3,Victoria,Lycaenidae,Zizina,-37.82731,144.97931
Geitoneura acantha,2,2023,1,Victoria,Nymphalidae,Geitoneura,-38.6401,143.88888
Jalmenus evagoras,15,2023,2,Victoria,Lycaenidae,Jalmenus,-37.4031,148.8929
Papilio (Princeps) aegeus,2,2023,1,Queensland,Papilionidae,Papilio,-24.88922,152.30706
Eurema smilax,1,2023,8,Queensland,Pieridae,Eurema,-21.73236,139.55214
Acraea terpsicore,14,2023,4,Queensland,Nymphalidae,Acraea,-26.62041,153.065417
Papilio (Princeps) aegeus,1,2023,2,Queensland,Papilionidae,Papilio,-24.88922,152.30706
Suniana sunias,3,2023,2,Queensland,Hesperiidae,Suniana,-26.87938,152.73083
Eurema hecabe,2,2023,7,Queensland,Pieridae,Eurema,-17.31313,145.587
Pieris rapae,9,2023,1,Victoria,Pieridae,Pieris,-37.35571,144.1538
Cupha prosope,2,2023,5,Queensland,Nymphalidae,Cupha,-17.5592,146.089
Hesperilla malindeva,1,2023,2,Queensland,Hesperiidae,Hesperilla,-27.718,152.879
Delias nigrina,1,2023,1,Queensland,Pieridae,Delias,-28.34104,152.37203
Papilio (Princeps) aegeus,1,2023,1,Queensland,Papilionidae,Papilio,-17.3788,145.38465
Papilio (Princeps) ulysses,3,2023,6,Queensland,Papilionidae,Papilio,-17.31241,145.5874
Danaus plexippus,1,2023,7,Queensland,Nymphalidae,Danaus,-24.79082,152.438091
Cupha prosope,1,2023,7,Queensland,Nymphalidae,Cupha,-17.31313,145.587
Suniana sunias,1,2023,3,Queensland,Hesperiidae,Suniana,-24.88922,152.30706
Ocybadistes walkeri,1,2023,2,New South Wales,Hesperiidae,Ocybadistes,-33.64204,151.12532
Vanessa itea,1,2023,3,Victoria,Nymphalidae,Vanessa,-37.3773,144.6135
Eurema smilax,2,2023,3,Queensland,Pieridae,Eurema,-27.22731,152.702
Trapezites symmomus,1,2023,1,Victoria,Hesperiidae,Trapezites,-38.63669,143.89098
Delias mysis,3,2023,5,Queensland,Pieridae,Delias,-17.31238,145.58734
Delias aganippe,1,2023,3,Victoria,Pieridae,Delias,-37.0714,144.2192
Papilio (Princeps) demoleus,4,2023,4,Queensland,Papilionidae,Papilio,-17.313756,145.585965
Eurema hecabe,2,2023,1,Queensland,Pieridae,Eurema,-17.31261,145.58713
Graphium agamemnon,2,2023,5,Queensland,Papilionidae,Graphium,-17.5592,146.089
Graphium macfarlanei,3,2023,2,Queensland,Papilionidae,Graphium,-17.31247,145.58736
Zizina otis,3,2023,8,Queensland,Lycaenidae,Zizina,-23.89206,139.5373
Hypochrysops apelles,1,2023,6,Queensland,Lycaenidae,Hypochrysops,-10.58141,142.22787
Zizina otis,1,2023,1,Queensland,Lycaenidae,Zizina,-27.48516,152.9544
Eurema smilax,1,2023,8,Queensland,Pieridae,Eurema,-17.47894,140.84186
Telicota ancilla,1,2023,1,Queensland,Hesperiidae,Telicota,-28.22574,153.11301
Catopsilia pomona,1,2023,1,Queensland,Pieridae,Catopsilia,-27.53978,153.06605
Heteronympha merope,10,2023,3,Victoria,Nymphalidae,Heteronympha,-37.3702,144.5976
Famegana,4,2023,8,Queensland,Lycaenidae,Famegana,-20.8355,140.05417
Sabera dobboe,1,2023,1,Queensland,Hesperiidae,Sabera,-17.31261,145.58713
Ocybadistes walkeri,1,2023,2,Queensland,Hesperiidae,Ocybadistes,-27.4816,152.9839
Heteronympha merope,1,2023,1,Victoria,Nymphalidae,Heteronympha,-38.64008,143.88845
Lampides boeticus,1,2023,9,Queensland,Lycaenidae,Lampides,-21.16242,139.24895
Cephrenes augiades,1,2023,1,Queensland,Hesperiidae,Cephrenes,-27.40508,153.02843
Leptotes plinius,20,2023,3,Queensland,Lycaenidae,Leptotes,-24.88922,152.30706
Graphium choredon,1,2023,2,Queensland,Papilionidae,Graphium,-24.41325,151.03864
Pieris rapae,6,2023,3,Victoria,Pieridae,Pieris,-37.82731,144.97931
Geitoneura klugii,5,2023,2,Victoria,Nymphalidae,Geitoneura,-37.7722,145.6504
Danaus plexippus,1,2023,5,New South Wales,Nymphalidae,Danaus,-33.92232,150.93667
Catopyrops florinda,4,2023,2,Queensland,Lycaenidae,Catopyrops,-28.2296,152.4825
Melanitis leda,16,2023,2,Queensland,Nymphalidae,Melanitis,-27.643,153.075
Toxidia,1,2023,2,Queensland,Hesperiidae,Toxidia,-28.2296,152.4825
Erina erina,1,2023,5,Queensland,Lycaenidae,Erina,-17.3721,145.3159
Euploea tulliolus,1,2023,8,Queensland,Nymphalidae,Euploea,-17.31254,145.58724
Belenois java,1,2023,8,Queensland,Pieridae,Belenois,-21.15744,140.25066
Delias argenthona,1,2023,3,Queensland,Pieridae,Delias,-27.71814,152.87893
Erina hyacinthina,2,2023,8,Western Australia,Lycaenidae,Erina,-22.46466,122.26201
Ocybadistes walkeri,2,2023,3,Queensland,Hesperiidae,Ocybadistes,-27.55197,152.97455
Hypolycaena phorbas,1,2023,6,Queensland,Lycaenidae,Hypolycaena,-10.5814,142.21349
Philiris nitens,1,2023,7,Queensland,Lycaenidae,Philiris,-17.31313,145.587
Euploea corinna,1,2023,1,New South Wales,Nymphalidae,Euploea,-29.08455,151.96778
Vanessa kershawi,1,2023,2,Queensland,Nymphalidae,Vanessa,-27.98,151.62
Euploea tulliolus,2,2023,7,Queensland,Nymphalidae,Euploea,-17.31313,145.587
Delias aganippe,8,2023,3,Victoria,Pieridae,Delias,-36.5994,143.694
Graphium agamemnon,1,2023,5,Queensland,Papilionidae,Graphium,-17.31311,145.58689
Prosotas dubiosa,2,2023,5,Queensland,Lycaenidae,Prosotas,-17.31238,145.58734
Papilio (Princeps) aegeus,1,2023,5,Queensland,Papilionidae,Papilio,-17.31238,145.58734
Delias nigrina,6,2023,5,Queensland,Pieridae,Delias,-17.31238,145.58734
Paralucia aurifera,1,2023,1,Tasmania,Lycaenidae,Paralucia,-42.58898,148.06019
Telicota colon,1,2023,4,Queensland,Hesperiidae,Telicota,-17.31243,145.58732
Papilio (Princeps) ulysses,8,2023,2,Queensland,Papilionidae,Papilio,-17.31247,145.58736
Tisiphone abeona,3,2023,4,New South Wales,Nymphalidae,Tisiphone,-33.64204,151.12533
Yoma sabina,1,2023,1,Queensland,Nymphalidae,Yoma,-17.31266,145.58717
Ypthima arctous,2,2023,2,New South Wales,Nymphalidae,Ypthima,-33.5933,151.17169
Catopsilia pomona,3,2023,3,Queensland,Pieridae,Catopsilia,-17.31246,145.58736
Danaus plexippus,4,2023,3,Victoria,Nymphalidae,Danaus,-36.32629,146.92155
Papilio (Princeps) demoleus,1,2023,4,Queensland,Papilionidae,Papilio,-23.17934,150.79443
Danaus plexippus,2,2023,3,Queensland,Nymphalidae,Danaus,-27.61398,152.03708
Eirmocides margarita,3,2023,4,New South Wales,Lycaenidae,Eirmocides,-28.17911,153.53448
Heteronympha merope,1,2023,2,Victoria,Nymphalidae,Heteronympha,-36.7645,146.7875
Ocybadistes walkeri,4,2023,2,Victoria,Hesperiidae,Ocybadistes,-37.8064,148.0525
Eirmocides margarita,3,2023,3,Queensland,Lycaenidae,Eirmocides,-27.71814,152.87893
Graphium choredon,1,2023,2,Queensland,Papilionidae,Graphium,-27.55448,151.94311
Danaus plexippus,1,2023,2,New South Wales,Nymphalidae,Danaus,-33.64204,151.12532
Phaedyma shepherdi,1,2023,7,Queensland,Nymphalidae,Phaedyma,-15.48913,144.8166
HESPERIIDAE,8,2023,2,Victoria,Hesperiidae,,-36.736062,146.76388
Danaus plexippus,1,2023,3,New South Wales,Nymphalidae,Danaus,-33.92233,150.93703
Graphium choredon,5,2023,2,Queensland,Papilionidae,Graphium,-27.4847,152.95529
Psychonotis caelius,3,2023,3,Queensland,Lycaenidae,Psychonotis,-26.60854,153.0228
Erina hyacinthina,1,2023,4,New South Wales,Lycaenidae,Erina,-33.64204,151.12533
Telicota colon,2,2023,3,Queensland,Hesperiidae,Telicota,-27.11697,152.75314
Suniana sunias,4,2023,3,Queensland,Hesperiidae,Suniana,-24.86492,152.36608
Geitoneura klugii,1,2023,1,Tasmania,Nymphalidae,Geitoneura,-42.58451,148.06253
Junonia hedonia,1,2023,2,Queensland,Nymphalidae,Junonia,-17.31247,145.58736
Erina hyacinthina,2,2023,2,Queensland,Lycaenidae,Erina,-27.4847,152.95529
Tisiphone abeona,1,2023,1,New South Wales,Nymphalidae,Tisiphone,-31.14396,152.35754
Papilio (Princeps) aegeus,1,2023,4,Queensland,Papilionidae,Papilio,-24.88922,152.30706
Oreixenica kershawi,1,2023,3,Victoria,Nymphalidae,Oreixenica,-37.7081,145.6811
Graphium eurypylus,1,2023,1,Queensland,Papilionidae,Graphium,-27.96906,153.185
Suniana sunias,2,2023,1,Queensland,Hesperiidae,Suniana,-24.88922,152.30706
Cephrenes augiades,1,2023,4,Queensland,Hesperiidae,Cephrenes,-24.88922,152.30706
Trapezites symmomus,1,2023,2,New South Wales,Hesperiidae,Trapezites,-33.64204,151.12532
Catopsilia pyranthe,1,2023,8,Queensland,Pieridae,Catopsilia,-20.84672,140.0567
Badamia exclamationis,1,2023,5,Queensland,Hesperiidae,Badamia,-17.31238,145.58734
Pelopidas agna,1,2023,4,Queensland,Hesperiidae,Pelopidas,-17.31246,145.58723
Heteronympha penelope,1,2023,3,Victoria,Nymphalidae,Heteronympha,-36.71962,147.08269
Hypocysta metirius,3,2023,3,New South Wales,Nymphalidae,Hypocysta,-33.6197,151.1408
Appias paulina,1,2023,1,Queensland,Pieridae,Appias,-27.96906,153.185
Euploea corinna,1,2023,1,Queensland,Nymphalidae,Euploea,-24.88922,152.30706
Heteronympha merope,60,2023,2,Victoria,Nymphalidae,Heteronympha,-38.47956,146.7724
Appias paulina,1,2023,3,Queensland,Pieridae,Appias,-17.31246,145.58736
Delias nigrina,3,2023,3,Queensland,Pieridae,Delias,-27.5737,152.9254
Junonia villida,1,2023,1,Queensland,Nymphalidae,Junonia,-17.31256,145.58716
Euchrysops cnejus,1,2023,8,Queensland,Lycaenidae,Euchrysops,-17.48574,140.83775
Papilio (Princeps) aegeus,1,2023,2,Queensland,Papilionidae,Papilio,-24.88922,152.30706
Suniana sunias,3,2023,2,Queensland,Hesperiidae,Suniana,-24.88922,152.30706
Ogyris olane,2,2023,4,Queensland,Lycaenidae,Ogyris,-27.71801,152.87895
Leptotes plinius,10,2023,4,Queensland,Lycaenidae,Leptotes,-24.88922,152.30706
Erina erina,3,2023,8,Queensland,Lycaenidae,Erina,-20.73593,139.51261
